id,first_name,last_name,Class Level,Course
294,Joseph,Cox,Sophomore,COMP 182
295,Victor,Burton,Senior,CIT 101
295,Victor,Burton,Senior,COMP 182 Lab
296,Keith,Adams,Junior,CIT 101 Lab
296,Keith,Adams,Junior,CIT 101
297,Katherine,Riley,Sophomore,COMP 182
297,Katherine,Riley,Sophomore,CIT 101 Lab
298,Kathryn,Smith,Senior,COMP 182 Lab
298,Kathryn,Smith,Senior,COMP 182
299,Cynthia,Mitchell,Junior,CIT 101
299,Cynthia,Mitchell,Junior,COMP 182 Lab
300,Dorothy,Campbell,Junior,CIT 101 Lab
300,Dorothy,Campbell,Junior,CIT 101
301,Maria,Weaver,Senior,COMP 182
301,Maria,Weaver,Senior,CIT 101 Lab
302,Deborah,Burke,Freshman,COMP 182 Lab
302,Deborah,Burke,Freshman,COMP 182
303,Wayne,Day,Sophomore,CIT 101
303,Wayne,Day,Sophomore,COMP 182 Lab
304,Theresa,Torres,Senior,CIT 101 Lab
304,Theresa,Torres,Senior,CIT 101
305,Lori,Johnston,Junior,COMP 182
305,Lori,Johnston,Junior,CIT 101 Lab
306,Margaret,Berry,Sophomore,COMP 182 Lab
306,Margaret,Berry,Sophomore,COMP 182
307,Phyllis,Berry,Senior,CIT 101
307,Phyllis,Berry,Senior,COMP 182 Lab
308,Billy,Wells,Junior,CIT 101 Lab
308,Billy,Wells,Junior,CIT 101
309,Alice,Reid,Junior,COMP 182
309,Alice,Reid,Junior,CIT 101 Lab
310,Daniel,Owens,Senior,COMP 182 Lab
310,Daniel,Owens,Senior,COMP 182
311,Theresa,Adams,Freshman,CIT 101
311,Theresa,Adams,Freshman,COMP 182 Lab
312,John,James,Sophomore,CIT 101 Lab
312,John,James,Sophomore,CIT 101
313,Russell,Chavez,Senior,COMP 182
313,Russell,Chavez,Senior,CIT 101 Lab
314,Raymond,Reynolds,Junior,COMP 182 Lab
314,Raymond,Reynolds,Junior,COMP 182
315,Russell,Richardson,Sophomore,CIT 101
315,Russell,Richardson,Sophomore,COMP 182 Lab
316,David,Walker,Senior,CIT 101 Lab
316,David,Walker,Senior,CIT 101
317,Anna,Welch,Junior,COMP 182
317,Anna,Welch,Junior,CIT 101 Lab
318,Carol,Snyder,Junior,COMP 182 Lab
318,Carol,Snyder,Junior,COMP 182
319,Jeremy,Adams,Senior,CIT 101
319,Jeremy,Adams,Senior,COMP 182 Lab
320,Lois,Hughes,Freshman,CIT 101 Lab
320,Lois,Hughes,Freshman,CIT 101
321,Karen,Ellis,Sophomore,COMP 182
321,Karen,Ellis,Sophomore,CIT 101 Lab
322,Ryan,Patterson,Senior,COMP 182 Lab
322,Ryan,Patterson,Senior,COMP 182
323,Antonio,Cooper,Junior,CIT 101
323,Antonio,Cooper,Junior,COMP 182 Lab
324,Patricia,Murphy,Sophomore,CIT 101 Lab
324,Patricia,Murphy,Sophomore,CIT 101
325,Sharon,Ryan,Senior,COMP 182
325,Sharon,Ryan,Senior,CIT 101 Lab
326,Howard,Weaver,Junior,COMP 182 Lab
326,Howard,Weaver,Junior,COMP 182
327,David,Hansen,Junior,CIT 101
327,David,Hansen,Junior,COMP 182 Lab
328,Donna,Rose,Senior,CIT 101 Lab
328,Donna,Rose,Senior,CIT 101
329,Steve,Simmons,Freshman,COMP 182
329,Steve,Simmons,Freshman,CIT 101 Lab
330,Andrew,Bowman,Sophomore,COMP 182 Lab
330,Andrew,Bowman,Sophomore,COMP 182
331,Janet,Rogers,Senior,CIT 101
331,Janet,Rogers,Senior,COMP 182 Lab
332,Rose,Stephens,Junior,CIT 101 Lab
332,Rose,Stephens,Junior,CIT 101
333,Catherine,Weaver,Sophomore,COMP 182
333,Catherine,Weaver,Sophomore,CIT 101 Lab
334,Mary,Bennett,Senior,COMP 182 Lab
334,Mary,Bennett,Senior,COMP 182
335,Peter,Gray,Junior,CIT 101
335,Peter,Gray,Junior,COMP 182 Lab
336,Gary,Gutierrez,Junior,CIT 101 Lab
336,Gary,Gutierrez,Junior,CIT 101
337,Thomas,Kennedy,Senior,COMP 182
337,Thomas,Kennedy,Senior,CIT 101 Lab
338,Joe,Alvarez,Freshman,COMP 182 Lab
338,Joe,Alvarez,Freshman,COMP 182
339,Kimberly,White,Sophomore,CIT 101
339,Kimberly,White,Sophomore,COMP 182 Lab
340,Johnny,Porter,Senior,CIT 101 Lab
340,Johnny,Porter,Senior,CIT 101
341,Jimmy,Johnston,Junior,COMP 182
341,Jimmy,Johnston,Junior,CIT 101 Lab
342,Roger,Collins,Sophomore,COMP 182 Lab
342,Roger,Collins,Sophomore,COMP 182
343,Tammy,Medina,Senior,CIT 101
343,Tammy,Medina,Senior,COMP 182 Lab
344,Jerry,Coleman,Junior,CIT 101 Lab
344,Jerry,Coleman,Junior,CIT 101
345,Samuel,Black,Junior,COMP 182
345,Samuel,Black,Junior,CIT 101 Lab
346,Nicholas,Shaw,Senior,COMP 182 Lab
346,Nicholas,Shaw,Senior,COMP 182
347,Ralph,Cox,Freshman,CIT 101
347,Ralph,Cox,Freshman,COMP 182 Lab
348,Brandon,Payne,Sophomore,CIT 101 Lab
348,Brandon,Payne,Sophomore,CIT 101
349,Jessica,Nelson,Senior,COMP 182
349,Jessica,Nelson,Senior,CIT 101 Lab
350,Linda,Morgan,Junior,COMP 182 Lab
350,Linda,Morgan,Junior,COMP 182
351,Donald,Stewart,Sophomore,CIT 101
351,Donald,Stewart,Sophomore,COMP 182 Lab
352,Charles,Robertson,Senior,CIT 101 Lab
352,Charles,Robertson,Senior,CIT 101
353,Sean,Oliver,Junior,COMP 182
353,Sean,Oliver,Junior,CIT 101 Lab
354,Alan,Hawkins,Junior,COMP 182 Lab
354,Alan,Hawkins,Junior,COMP 182
355,Walter,Burke,Senior,CIT 101
355,Walter,Burke,Senior,COMP 182 Lab
356,Willie,Martin,Freshman,CIT 101 Lab
356,Willie,Martin,Freshman,CIT 101
357,Arthur,Stanley,Sophomore,COMP 182
357,Arthur,Stanley,Sophomore,CIT 101 Lab
358,Christine,Edwards,Senior,COMP 182 Lab
358,Christine,Edwards,Senior,COMP 182
359,Melissa,Baker,Junior,CIT 101
359,Melissa,Baker,Junior,COMP 182 Lab
360,Jesse,Burns,Sophomore,CIT 101 Lab
360,Jesse,Burns,Sophomore,CIT 101
361,Jason,Anderson,Senior,COMP 182
361,Jason,Anderson,Senior,CIT 101 Lab
362,Harry,Hamilton,Junior,COMP 182 Lab
362,Harry,Hamilton,Junior,COMP 182
363,Larry,Gutierrez,Junior,CIT 101
363,Larry,Gutierrez,Junior,COMP 182 Lab
364,Billy,Frazier,Senior,CIT 101 Lab
364,Billy,Frazier,Senior,CIT 101
365,Jean,Richardson,Freshman,COMP 182
365,Jean,Richardson,Freshman,CIT 101 Lab
366,Jesse,Adams,Sophomore,COMP 182 Lab
366,Jesse,Adams,Sophomore,COMP 182 Lab
367,Steven,Moreno,Senior,CIT 101
367,Steven,Moreno,Senior,CIT 101
368,Kenneth,Duncan,Junior,CIT 101 Lab
368,Kenneth,Duncan,Junior,CIT 101 Lab
369,Patrick,Walker,Sophomore,COMP 182
369,Patrick,Walker,Sophomore,COMP 182
370,Theresa,Woods,Senior,COMP 182 Lab
370,Theresa,Woods,Senior,COMP 182 Lab
371,Michelle,Moore,Junior,CIT 101
371,Michelle,Moore,Junior,CIT 101
372,Kenneth,Robertson,Junior,CIT 101 Lab
372,Kenneth,Robertson,Junior,CIT 101 Lab
373,Roy,Weaver,Senior,COMP 182
373,Roy,Weaver,Senior,COMP 182
374,Arthur,Ellis,Freshman,COMP 182 Lab
374,Arthur,Ellis,Freshman,COMP 182 Lab
375,Charles,Moreno,Sophomore,CIT 101
375,Charles,Moreno,Sophomore,CIT 101
376,Marie,Ramirez,Senior,CIT 101 Lab
376,Marie,Ramirez,Senior,CIT 101 Lab
377,John,Andrews,Junior,COMP 182
377,John,Andrews,Junior,COMP 182
378,Sandra,Ortiz,Sophomore,COMP 182 Lab
378,Sandra,Ortiz,Sophomore,COMP 182 Lab
379,Kathryn,Lopez,Senior,CIT 101
379,Kathryn,Lopez,Senior,CIT 101
380,Denise,Dixon,Junior,CIT 101 Lab
380,Denise,Dixon,Junior,CIT 101 Lab
381,Patrick,Fields,Junior,COMP 182
381,Patrick,Fields,Junior,COMP 182
382,Carl,Mitchell,Senior,COMP 182 Lab
382,Carl,Mitchell,Senior,COMP 182 Lab
383,Edward,Sims,Freshman,CIT 101
383,Edward,Sims,Freshman,CIT 101
384,Denise,Davis,Sophomore,CIT 101 Lab
384,Denise,Davis,Sophomore,CIT 101 Lab
385,Roger,Anderson,Senior,COMP 182
385,Roger,Anderson,Senior,COMP 182
386,Jesse,Brown,Junior,COMP 182 Lab
386,Jesse,Brown,Junior,COMP 182 Lab
387,Jonathan,Thomas,Sophomore,CIT 101
387,Jonathan,Thomas,Sophomore,CIT 101
388,Kathryn,Moreno,Senior,CIT 101 Lab
388,Kathryn,Moreno,Senior,CIT 101 Lab
389,Jacqueline,Medina,Junior,COMP 182
389,Jacqueline,Medina,Junior,COMP 182
390,Susan,Hall,Junior,COMP 182 Lab
390,Susan,Hall,Junior,COMP 182 Lab
391,Nicole,Jenkins,Senior,CIT 101
391,Nicole,Jenkins,Senior,CIT 101
392,Heather,Payne,Freshman,CIT 101 Lab
392,Heather,Payne,Freshman,CIT 101 Lab
393,Frances,Cunningham,Sophomore,COMP 182
393,Frances,Cunningham,Sophomore,COMP 182
394,Wanda,Wright,Senior,COMP 182 Lab
394,Wanda,Wright,Senior,COMP 182 Lab
395,Jeremy,Marshall,Junior,CIT 101
395,Jeremy,Marshall,Junior,CIT 101
396,Timothy,Brooks,Sophomore,CIT 101 Lab
396,Timothy,Brooks,Sophomore,CIT 101 Lab
397,Wayne,Butler,Senior,COMP 182
397,Wayne,Butler,Senior,COMP 182
398,Kelly,Hernandez,Junior,COMP 182 Lab
398,Kelly,Hernandez,Junior,COMP 182 Lab
399,Michael,Duncan,Junior,CIT 101
399,Michael,Duncan,Junior,CIT 101
400,Harry,Jordan,Senior,CIT 101 Lab
400,Harry,Jordan,Senior,CIT 101 Lab
401,Christina,Hamilton,Freshman,COMP 182
401,Christina,Hamilton,Freshman,COMP 182
402,Sara,Lawson,Sophomore,COMP 182 Lab
402,Sara,Lawson,Sophomore,COMP 182 Lab
403,Elizabeth,Day,Senior,CIT 101
403,Elizabeth,Day,Senior,CIT 101
404,Gregory,Green,Junior,CIT 101 Lab
404,Gregory,Green,Junior,CIT 101 Lab
405,Aaron,Bell,Sophomore,COMP 182
405,Aaron,Bell,Sophomore,COMP 182
406,Gerald,Dunn,Senior,COMP 182 Lab
406,Gerald,Dunn,Senior,COMP 182 Lab
407,Marilyn,Wood,Junior,CIT 101
407,Marilyn,Wood,Junior,CIT 101
408,Timothy,Frazier,Junior,CIT 101 Lab
408,Timothy,Frazier,Junior,CIT 101 Lab
409,Eugene,Jacobs,Senior,COMP 182
409,Eugene,Jacobs,Senior,COMP 182
410,Phyllis,Thomas,Freshman,COMP 182 Lab
410,Phyllis,Thomas,Freshman,COMP 182 Lab
411,Martin,Peterson,Sophomore,CIT 101
411,Martin,Peterson,Sophomore,CIT 101
412,Teresa,Kim,Senior,CIT 101 Lab
412,Teresa,Kim,Senior,CIT 101 Lab
413,Frank,Washington,Junior,COMP 182
413,Frank,Washington,Junior,COMP 182
414,Bobby,Collins,Sophomore,COMP 182 Lab
414,Bobby,Collins,Sophomore,COMP 182 Lab
415,Benjamin,Wagner,Senior,CIT 101
415,Benjamin,Wagner,Senior,CIT 101
416,Jennifer,Dean,Junior,CIT 101 Lab
416,Jennifer,Dean,Junior,CIT 101 Lab
417,Doris,Williamson,Junior,COMP 182
417,Doris,Williamson,Junior,COMP 182
418,Stephanie,Lawrence,Senior,COMP 182 Lab
418,Stephanie,Lawrence,Senior,COMP 182 Lab
419,Debra,Chavez,Freshman,CIT 101
419,Debra,Chavez,Freshman,CIT 101
420,Irene,Ellis,Sophomore,CIT 101 Lab
420,Irene,Ellis,Sophomore,CIT 101 Lab
421,Daniel,Rivera,Senior,COMP 182
421,Daniel,Rivera,Senior,COMP 182
422,Brenda,Murphy,Junior,COMP 182 Lab
422,Brenda,Murphy,Junior,COMP 182 Lab
423,Lois,Garcia,Sophomore,CIT 101
423,Lois,Garcia,Sophomore,CIT 101
424,Kimberly,Young,Senior,CIT 101 Lab
424,Kimberly,Young,Senior,CIT 101 Lab
425,Stephen,Morales,Junior,COMP 182
425,Stephen,Morales,Junior,COMP 182
426,Richard,Howard,Junior,COMP 182 Lab
426,Richard,Howard,Junior,COMP 182 Lab
427,Jessica,Jones,Senior,CIT 101
427,Jessica,Jones,Senior,CIT 101
428,George,Day,Freshman,CIT 101 Lab
428,George,Day,Freshman,CIT 101 Lab
429,Cynthia,Price,Sophomore,COMP 182
429,Cynthia,Price,Sophomore,COMP 182
430,Ralph,Scott,Senior,COMP 182 Lab
430,Ralph,Scott,Senior,COMP 182 Lab
431,Kimberly,Spencer,Junior,CIT 101
431,Kimberly,Spencer,Junior,CIT 101
432,Rachel,Romero,Sophomore,CIT 101 Lab
432,Rachel,Romero,Sophomore,CIT 101 Lab
433,Douglas,Nelson,Senior,COMP 182
433,Douglas,Nelson,Senior,COMP 182
434,Ernest,Brooks,Junior,COMP 182 Lab
434,Ernest,Brooks,Junior,COMP 182 Lab
435,Earl,Fields,Junior,CIT 101
435,Earl,Fields,Junior,CIT 101
436,Keith,Reed,Senior,CIT 101 Lab
436,Keith,Reed,Senior,CIT 101 Lab
437,Rebecca,Mccoy,Freshman,COMP 182
437,Rebecca,Mccoy,Freshman,COMP 182
438,Jose,Bryant,Sophomore,COMP 182 Lab
438,Jose,Bryant,Sophomore,COMP 182 Lab
439,Ruth,Russell,Senior,CIT 101
439,Ruth,Russell,Senior,CIT 101
440,Carl,Hughes,Junior,CIT 101 Lab
440,Carl,Hughes,Junior,CIT 101 Lab
441,Kimberly,Cole,Sophomore,COMP 182
441,Kimberly,Cole,Sophomore,COMP 182 Lab
442,Harold,Wells,Senior,COMP 182 Lab
442,Harold,Wells,Senior,CIT 101
443,Richard,Mitchell,Junior,CIT 101
443,Richard,Mitchell,Junior,CIT 101 Lab
444,Carol,Richards,Junior,CIT 101 Lab
444,Carol,Richards,Junior,COMP 182
445,Teresa,Ruiz,Senior,COMP 182
445,Teresa,Ruiz,Senior,COMP 182 Lab
446,Donna,Gutierrez,Freshman,COMP 182 Lab
446,Donna,Gutierrez,Freshman,CIT 101
447,Nicole,Turner,Sophomore,CIT 101
447,Nicole,Turner,Sophomore,CIT 101 Lab
448,Deborah,Day,Senior,CIT 101 Lab
448,Deborah,Day,Senior,COMP 182
449,Debra,Jones,Junior,COMP 182
449,Debra,Jones,Junior,COMP 182 Lab
450,Dennis,Baker,Sophomore,COMP 182 Lab
450,Dennis,Baker,Sophomore,CIT 101
451,Steve,Garza,Senior,CIT 101
451,Steve,Garza,Senior,CIT 101 Lab
452,Jerry,Webb,Junior,CIT 101 Lab
452,Jerry,Webb,Junior,COMP 182
453,Todd,Kelly,Junior,COMP 182
453,Todd,Kelly,Junior,COMP 182 Lab
454,Sarah,Little,Senior,COMP 182 Lab
454,Sarah,Little,Senior,CIT 101
455,Ann,Hudson,Freshman,CIT 101
455,Ann,Hudson,Freshman,CIT 101 Lab
456,Julia,Olson,Sophomore,CIT 101 Lab
456,Julia,Olson,Sophomore,COMP 182
457,Paul,Thompson,Senior,COMP 182
457,Paul,Thompson,Senior,COMP 182 Lab
458,Donald,Owens,Junior,COMP 182 Lab
458,Donald,Owens,Junior,CIT 101
459,Kathryn,Brown,Sophomore,CIT 101
459,Kathryn,Brown,Sophomore,CIT 101 Lab
460,Juan,Howard,Senior,CIT 101 Lab
460,Juan,Howard,Senior,COMP 182
461,Doris,Jacobs,Junior,COMP 182
461,Doris,Jacobs,Junior,COMP 182 Lab
462,Marilyn,Berry,Junior,COMP 182 Lab
462,Marilyn,Berry,Junior,CIT 101
463,Shirley,Simpson,Senior,CIT 101
463,Shirley,Simpson,Senior,CIT 101 Lab
464,Kevin,Watkins,Freshman,CIT 101 Lab
464,Kevin,Watkins,Freshman,COMP 182
465,Larry,Larson,Sophomore,COMP 182
465,Larry,Larson,Sophomore,COMP 182 Lab
466,Kimberly,Cook,Senior,COMP 182 Lab
466,Kimberly,Cook,Senior,CIT 101
467,Bonnie,Parker,Junior,CIT 101
467,Bonnie,Parker,Junior,CIT 101 Lab
468,Emily,Mitchell,Sophomore,CIT 101 Lab
468,Emily,Mitchell,Sophomore,COMP 182
469,Norma,Howell,Senior,COMP 182
469,Norma,Howell,Senior,COMP 182 Lab
470,Steven,Butler,Junior,COMP 182 Lab
470,Steven,Butler,Junior,CIT 101
471,Shirley,Hanson,Junior,CIT 101
471,Shirley,Hanson,Junior,CIT 101 Lab
472,Jimmy,Cox,Senior,CIT 101 Lab
472,Jimmy,Cox,Senior,COMP 182
473,Andrew,Hunt,Freshman,COMP 182
473,Andrew,Hunt,Freshman,COMP 182 Lab
474,Ruth,Martinez,Sophomore,COMP 182 Lab
474,Ruth,Martinez,Sophomore,CIT 101
475,Ruby,Hunt,Senior,CIT 101
475,Ruby,Hunt,Senior,CIT 101 Lab
476,Denise,Thomas,Junior,CIT 101 Lab
476,Denise,Thomas,Junior,COMP 182
477,Randy,Reid,Sophomore,COMP 182
477,Randy,Reid,Sophomore,COMP 182 Lab
478,Jeremy,Wallace,Senior,COMP 182 Lab
478,Jeremy,Wallace,Senior,CIT 101
479,Anna,Mason,Junior,CIT 101
479,Anna,Mason,Junior,CIT 101 Lab
480,Douglas,Williams,Junior,CIT 101 Lab
480,Douglas,Williams,Junior,COMP 182
481,Randy,Turner,Senior,COMP 182
481,Randy,Turner,Senior,COMP 182 Lab
482,Ryan,Austin,Freshman,COMP 182 Lab
482,Ryan,Austin,Freshman,CIT 101
483,Elizabeth,Nichols,Sophomore,CIT 101
483,Elizabeth,Nichols,Sophomore,CIT 101 Lab
484,Maria,Mason,Senior,CIT 101 Lab
484,Maria,Mason,Senior,COMP 182
485,Willie,Perez,Junior,COMP 182
485,Willie,Perez,Junior,COMP 182 Lab
486,Willie,Brown,Sophomore,COMP 182 Lab
486,Willie,Brown,Sophomore,CIT 101
487,Virginia,Armstrong,Senior,CIT 101
487,Virginia,Armstrong,Senior,CIT 101 Lab
488,Kenneth,Daniels,Junior,CIT 101 Lab
488,Kenneth,Daniels,Junior,COMP 182
489,Ashley,Warren,Junior,COMP 182
489,Ashley,Warren,Junior,COMP 182 Lab
490,Eugene,Green,Senior,COMP 182 Lab
490,Eugene,Green,Senior,CIT 101
491,Antonio,West,Freshman,CIT 101
491,Antonio,West,Freshman,CIT 101 Lab
492,Jonathan,Wright,Sophomore,CIT 101 Lab
492,Jonathan,Wright,Sophomore,COMP 182
493,Janice,Garcia,Senior,COMP 182
493,Janice,Garcia,Senior,COMP 182 Lab
494,Andrea,Stanley,Junior,COMP 182 Lab
494,Andrea,Stanley,Junior,CIT 101
495,Louise,Dixon,Sophomore,CIT 101
495,Louise,Dixon,Sophomore,CIT 101 Lab
496,Marilyn,Castillo,Senior,CIT 101 Lab
496,Marilyn,Castillo,Senior,COMP 182
497,Doris,Hall,Junior,COMP 182
497,Doris,Hall,Junior,COMP 182 Lab
498,Ann,Webb,Junior,COMP 182 Lab
498,Ann,Webb,Junior,CIT 101
499,Matthew,Garrett,Senior,CIT 101
499,Matthew,Garrett,Senior,CIT 101 Lab
500,Billy,Wells,Freshman,CIT 101 Lab
500,Billy,Wells,Freshman,COMP 182
501,Gloria,Henderson,Sophomore,COMP 182
501,Gloria,Henderson,Sophomore,COMP 182 Lab
502,Billy,Reynolds,Senior,COMP 182 Lab
502,Billy,Reynolds,Senior,CIT 101
503,Samuel,Rodriguez,Junior,CIT 101
503,Samuel,Rodriguez,Junior,CIT 101 Lab
504,Albert,Turner,Sophomore,CIT 101 Lab
504,Albert,Turner,Sophomore,COMP 182
505,Jonathan,Ward,Senior,COMP 182
505,Jonathan,Ward,Senior,COMP 182 Lab
506,Gloria,Ross,Junior,COMP 182 Lab
506,Gloria,Ross,Junior,CIT 101
507,Steve,Spencer,Junior,CIT 101
507,Steve,Spencer,Junior,CIT 101 Lab
508,Judith,Long,Senior,CIT 101 Lab
508,Judith,Long,Senior,COMP 182
509,Henry,Foster,Freshman,COMP 182
509,Henry,Foster,Freshman,COMP 182 Lab
510,Wanda,Hernandez,Sophomore,COMP 182 Lab
510,Wanda,Hernandez,Sophomore,CIT 101
511,Barbara,Taylor,Senior,CIT 101
511,Barbara,Taylor,Senior,CIT 101 Lab
512,Paul,Ruiz,Junior,CIT 101 Lab
512,Paul,Ruiz,Junior,COMP 182
513,Edward,Hernandez,Sophomore,COMP 182
513,Edward,Hernandez,Sophomore,COMP 182 Lab
514,Randy,Garza,Senior,COMP 182 Lab
514,Randy,Garza,Senior,CIT 101
515,Matthew,Schmidt,Junior,CIT 101
515,Matthew,Schmidt,Junior,CIT 101 Lab
516,Karen,Holmes,Junior,CIT 101 Lab
516,Karen,Holmes,Junior,COMP 182 Lab
517,Richard,Ramirez,Senior,COMP 182
517,Richard,Ramirez,Senior,CIT 101
518,Andrea,Clark,Freshman,COMP 182 Lab
518,Andrea,Clark,Freshman,CIT 101 Lab
519,Willie,Martinez,Sophomore,CIT 101
519,Willie,Martinez,Sophomore,COMP 182
520,Judith,Lewis,Senior,CIT 101 Lab
520,Judith,Lewis,Senior,COMP 182 Lab
521,Martin,Freeman,Junior,COMP 182
521,Martin,Freeman,Junior,CIT 101
522,George,Ford,Sophomore,COMP 182 Lab
522,George,Ford,Sophomore,CIT 101 Lab
523,Sharon,Franklin,Senior,CIT 101
523,Sharon,Franklin,Senior,COMP 182
524,Margaret,Coleman,Junior,CIT 101 Lab
524,Margaret,Coleman,Junior,COMP 182 Lab
525,Arthur,Austin,Junior,COMP 182
525,Arthur,Austin,Junior,CIT 101
526,Tina,Gordon,Senior,COMP 182 Lab
526,Tina,Gordon,Senior,CIT 101 Lab
527,Dorothy,Gibson,Freshman,CIT 101
527,Dorothy,Gibson,Freshman,COMP 182
528,Howard,Chapman,Sophomore,CIT 101 Lab
528,Howard,Chapman,Sophomore,COMP 182 Lab
529,Christina,Knight,Senior,COMP 182
529,Christina,Knight,Senior,CIT 101
530,Donna,Gordon,Junior,COMP 182 Lab
530,Donna,Gordon,Junior,CIT 101 Lab
531,Raymond,Armstrong,Sophomore,CIT 101
531,Raymond,Armstrong,Sophomore,COMP 182
532,Sean,Olson,Senior,CIT 101 Lab
532,Sean,Olson,Senior,COMP 182 Lab
533,Patrick,Marshall,Junior,COMP 182
533,Patrick,Marshall,Junior,CIT 101
534,Betty,Alexander,Junior,COMP 182 Lab
534,Betty,Alexander,Junior,CIT 101 Lab
535,Marie,Graham,Senior,CIT 101
535,Marie,Graham,Senior,COMP 182
536,Craig,Simpson,Freshman,CIT 101 Lab
536,Craig,Simpson,Freshman,COMP 182 Lab
537,Joe,Montgomery,Sophomore,COMP 182
537,Joe,Montgomery,Sophomore,CIT 101
538,Laura,Taylor,Senior,COMP 182 Lab
538,Laura,Taylor,Senior,CIT 101 Lab
539,Sarah,Montgomery,Junior,CIT 101
539,Sarah,Montgomery,Junior,COMP 182
540,Eric,James,Sophomore,CIT 101 Lab
540,Eric,James,Sophomore,COMP 182 Lab
541,Barbara,Morales,Senior,COMP 182
541,Barbara,Morales,Senior,CIT 101
542,Louise,Burton,Junior,COMP 182 Lab
542,Louise,Burton,Junior,CIT 101 Lab
543,Dorothy,Murray,Junior,CIT 101
543,Dorothy,Murray,Junior,COMP 182
544,Dorothy,Green,Senior,CIT 101 Lab
544,Dorothy,Green,Senior,COMP 182 Lab
545,Maria,Willis,Freshman,COMP 182
545,Maria,Willis,Freshman,CIT 101
546,Walter,Snyder,Sophomore,COMP 182 Lab
546,Walter,Snyder,Sophomore,CIT 101 Lab
547,Phillip,Turner,Senior,CIT 101
547,Phillip,Turner,Senior,COMP 182
548,Amy,Cole,Junior,CIT 101 Lab
548,Amy,Cole,Junior,COMP 182 Lab
549,Frances,Allen,Sophomore,COMP 182
549,Frances,Allen,Sophomore,CIT 101
550,Beverly,Ellis,Senior,COMP 182 Lab
550,Beverly,Ellis,Senior,CIT 101 Lab
551,Jane,Foster,Junior,CIT 101
551,Jane,Foster,Junior,COMP 182
552,Dennis,Rogers,Junior,CIT 101 Lab
552,Dennis,Rogers,Junior,COMP 182 Lab
553,Jeffrey,Peters,Senior,COMP 182
553,Jeffrey,Peters,Senior,CIT 101
554,Diana,Washington,Freshman,COMP 182 Lab
554,Diana,Washington,Freshman,CIT 101 Lab
555,Jonathan,Lawrence,Sophomore,CIT 101
555,Jonathan,Lawrence,Sophomore,COMP 182
556,Earl,Mitchell,Senior,CIT 101 Lab
556,Earl,Mitchell,Senior,COMP 182 Lab
557,Carolyn,Morgan,Junior,COMP 182
557,Carolyn,Morgan,Junior,CIT 101
558,Ruth,Morrison,Sophomore,COMP 182 Lab
558,Ruth,Morrison,Sophomore,CIT 101 Lab
559,Joan,Henderson,Senior,CIT 101
559,Joan,Henderson,Senior,COMP 182
560,Martha,Foster,Junior,CIT 101 Lab
560,Martha,Foster,Junior,COMP 182 Lab
561,Angela,Fields,Junior,COMP 182
561,Angela,Fields,Junior,CIT 101
562,Ryan,Jackson,Senior,COMP 182 Lab
562,Ryan,Jackson,Senior,CIT 101 Lab
563,Henry,Nichols,Freshman,CIT 101
563,Henry,Nichols,Freshman,COMP 182
564,Chris,Gonzales,Sophomore,CIT 101 Lab
564,Chris,Gonzales,Sophomore,COMP 182 Lab
565,Raymond,Wilson,Senior,COMP 182
565,Raymond,Wilson,Senior,CIT 101
566,Jose,Warren,Junior,COMP 182 Lab
566,Jose,Warren,Junior,CIT 101 Lab
567,Ann,Lane,Sophomore,CIT 101
567,Ann,Lane,Sophomore,COMP 182
568,Russell,Rodriguez,Senior,CIT 101 Lab
568,Russell,Rodriguez,Senior,COMP 182 Lab
569,Scott,Kennedy,Junior,COMP 182
569,Scott,Kennedy,Junior,CIT 101
570,Betty,Lawson,Junior,COMP 182 Lab
570,Betty,Lawson,Junior,CIT 101 Lab
571,Bobby,Carpenter,Senior,CIT 101
571,Bobby,Carpenter,Senior,COMP 182
572,Nicole,Richardson,Freshman,CIT 101 Lab
572,Nicole,Richardson,Freshman,COMP 182 Lab
573,Michelle,Fields,Sophomore,COMP 182
573,Michelle,Fields,Sophomore,CIT 101
574,Laura,Elliott,Senior,COMP 182 Lab
574,Laura,Elliott,Senior,CIT 101 Lab
575,Julia,Thomas,Junior,CIT 101
575,Julia,Thomas,Junior,COMP 182
576,Walter,Peters,Sophomore,CIT 101 Lab
576,Walter,Peters,Sophomore,COMP 182 Lab
577,Lillian,Fields,Senior,COMP 182
577,Lillian,Fields,Senior,CIT 101
578,Melissa,Davis,Junior,COMP 182 Lab
578,Melissa,Davis,Junior,CIT 101 Lab
579,Kathleen,Berry,Junior,CIT 101
579,Kathleen,Berry,Junior,COMP 182
580,Wayne,Fisher,Senior,CIT 101 Lab
580,Wayne,Fisher,Senior,COMP 182 Lab
581,Jacqueline,Rodriguez,Freshman,COMP 182
581,Jacqueline,Rodriguez,Freshman,CIT 101
582,Doris,Clark,Sophomore,COMP 182 Lab
582,Doris,Clark,Sophomore,CIT 101 Lab
583,Judy,Larson,Senior,CIT 101
583,Judy,Larson,Senior,COMP 182
584,Anna,Johnson,Junior,CIT 101 Lab
584,Anna,Johnson,Junior,COMP 182 Lab
585,Beverly,Cruz,Sophomore,COMP 182
585,Beverly,Cruz,Sophomore,CIT 101
586,Judy,Mcdonald,Senior,COMP 182 Lab
586,Judy,Mcdonald,Senior,CIT 101 Lab
587,Nicholas,Ward,Junior,CIT 101
